order_id,product_id,seller_id,price,shipping_charges
25Fh9uEUESfw,BSuNPGIRzepY,XLxN4hdOlYco,820.0,47.55
CCF6UGAGuWpz,KAUrzi8VyxRe,yHsOFiqVrV1u,432.0,47.55
fBX22J669j1a,6ePr0SED5LrG,MMZwzUQNh2jY,116.33,35.03
OE4p9GisuwAL,Rr4bjc79Exdc,ZdLx9hwnjpgD,75.5,52.03
DkrTpa71RHDt,WYpoxZl2lCCd,Uhxp4jLBVzJq,139.79,27.69
ZmEdrHUQ0DZf,5RbcHQdSdXZY,xbr8ZnHWrWgb,3089.0,14.86
w3v3k8c9UXmF,zgeloe0hFyo4,73jr4z4JJLzT,509.99,6.31
3P0suKdPB3Ff,82DpsHGTLkGB,RsUgQvBvc24M,13.97,121.73
L2OuSAlAj8dd,EeZZuMPnRd21,m6IJZtqbZBZn,70.23,63.1
aWl9dSrjuJNW,UA7gvqR0YVpn,8Suz4w265ZQr,1350.0,62.6
0HOhwQNa6jKA,D11UeCbm7qBE,YZFX703gR92v,261.0,82.44
aoENPqXCAj4y,BDySfSd9Agjm,ElULPWS11hxk,404.88,133.85
lkJIiBdDMOvo,u0XpQS8r6Rl8,wYEsFwaY8Gxa,189.05,42.85
uGyWyDyLZwCB,lznq4OyAA4wN,yWBcmXHhf5dK,692.0,64.55
UfpWiqts5ezT,5l8T6qI1hWJV,7JtHJ8kiNtes,167.0,11.55
FDN2Je5S3ttE,ZWyg4uNWPHjJ,yGbPyLPc8PmT,2899.0,47.55
4D31dqoyqDPh,PWl2yBtu82h0,TuPm19CMKvrM,117.56,21.88
jSLSvxuhimDP,X9sl5gbsIDb6,RKad98cTxhSb,95.03,22.24
ESwuclUBuCOo,nTMi96aYvIxx,kHU7Og1FfJQN,2899.0,31.8
GX4SBcekUwM1,MnU1humwDAEV,ruq0u2ZpAMDr,142.14,0.99
G3bvos5tCUf3,CLEWRJ0lbmI5,EGW4UK5bOeEZ,887.0,170.86
kL6TQyKFoIsG,vV7IhSHaODtJ,e77U7Zk968NA,28.82,23.13
KID5pUN4SAcI,uDIWaQnuUe37,TuPm19CMKvrM,117.56,45.7
G8GTadcc3fTj,zIdtyH4CldlN,oI8R7WsNWWBc,182.9,12.22
YdLKrxclA3T8,EG4wDSpFyTth,TuPm19CMKvrM,319.29,29.87
y5Oggryhy3ol,W37k1lpRMh7l,YYXMiqTJbeNf,26.3,47.35
I0x5Fp6QdxPZ,kXE9387ezQTH,1B2xMd2eH2aU,112.33,20.51
NXJS65tmORKX,o1t0NGnnlYzb,zqbUX8rMPFCv,679.12,75.33
9GNlAwi9VANK,n7fefPuH5HhX,XoReeOEjvEuw,65.06,7.52
0bdsBgCRFWr9,ATu1RgIDA0rM,l1pYW6GBnPMr,44.98,12.28
ObnKC3gtkwOu,x7R30QEl90sT,QwTHQ3NRUJGs,128.99,10.33
XVGuuHNZLFQz,ssjczhV0JDts,8uubNbtNYdIT,159.91,34.6
7oZLtfGo8w8a,GvBzGCvvIC2D,v4i9GZGfxgTZ,777.0,0.62
i8rogWSiTfgA,h2L3kgHs7Aaa,XePbD5Ocm6Yk,22.3,80.34
F9rln8czX6Vm,kGt9vBnFgA8m,ZFqfQo19ObiI,2600.0,6.87
jxN62PZMY2Qb,KwqpyCg16vLV,V3iKL8r9W9NR,475.0,24.23
sOdmBjA5vBbv,5fFjHfLwgLAq,l9QnrxMcO4tI,45.05,24.08
wzuwh0En0UDC,jg7qvPytgDzt,Ivbw25fb5t2Z,387.0,34.81
YkQgnO2493AX,tEaqnPvQgONA,keIZJltcHwUT,62.79,10.5
k7CFZ95pTUwg,hEZiSOpr9zse,8mVLKV0XOTsx,820.0,12.59
kqM1XDTaTtA7,Biwi1BNtUB7l,r7VxefoTVHbb,509.99,17.44
RSjhiyOxeHlc,E1esbswKYvev,yfNN6zuwypOw,820.0,6.87
BZdZdKca215E,N41PlapAsjww,ErNdnCxofJMU,94.87,61.32
fUEKvQfsHKxm,XxFHxIp1JZpt,RlOHlMxGbwXj,72.4,12.22
QvEPYesT9wg2,CLEWRJ0lbmI5,EGW4UK5bOeEZ,84.94,18.22
udE9dc52X2f5,cD0MwY3PCFKH,EGW4UK5bOeEZ,135.48,93.42
k5r1uWBZa3CV,06fOd7FbI3IS,yGbPyLPc8PmT,1899.0,29.68
DkTScUvUbq42,kgF2KLJ8Ao3M,3Q4DoxWsVAXa,37.84,5.59
Fja4eLTaUgKG,YPYuJxPT2Y9N,pGgC36ZMWTj8,548.0,17.37
UEHMbX9ThZTX,GnTgbAuqnrMa,SqyA6xr3t98s,66.0,2.46
l80T92L4cObc,VQtMRoGnAq5o,ENekhljjhevR,692.0,46.76
tTTaedsfHfBD,PBcGyZdjVpG0,ruq0u2ZpAMDr,820.05,5.59
z9o35NUKUnZy,SgqesuYhwPHT,CeQVeM8DRYiN,58.1,13.5
cKMJCw16iY3G,IP4jZKK5Dj6G,jzWG2ZFoNP3V,106.74,46.76
IpvXZeb0d3M7,uFDCkWl0lNzL,vi8Ik0HzNdbN,376.0,82.19
EgBOwuKZZmEO,gPJt2wrPlbA1,f9ZjTvStsXQw,509.99,96.71
nn9AolwNAUih,eJ0WKujR01gm,Cyl6PGvB25KG,100.0,60.03
ahcuCOgQ1uqx,PTEEGNkoGwR1,aDQK7ytnBMNf,28.7,53.29
pUzJuviHBa3w,V3JbvrJbaY6B,yHsOFiqVrV1u,42.89,47.55
uam5euSXdAmL,ZYR8Xg6War3A,8NRu71xuHwbR,42.89,6.08
LSSk45iJHAI4,DOvhnb4yFcHz,qdnpFAlJ06nJ,139.33,7.94
o82n1FYzCQlm,xpty6h1OOPKj,5Ja2lH0N2OZt,45.53,63.44
HR9r1qPFnIB5,OVfOVDDxb3Do,bI5cDrYjs9Qa,54.55,124.99
BfA8mt6ceJrj,OH6y3MVfLlaw,2EK6JaJ354rz,37.84,72.16
wXmy3zscauSF,P4G4lAiVrZnM,V3iKL8r9W9NR,34.72,67.11
hD4Bvr3anUwv,HNDUWspfBLlX,Izazx5OLdwb0,33.57,19.31
11udIh1wrdyK,QEXdWtWNgkzV,bI5cDrYjs9Qa,190.06,110.61
V4kl5lw0JxnZ,u6RwI4fr2lwS,uEFXsCQR7sKo,46.2,11.33
fFMaEBtWUodo,qSnstZt9vMIe,G0dn1THyQchj,11.53,6.38
qetpouATHMJt,CthGk4MUhtwz,OfafuCsnlLjb,509.99,22.18
PQQoKXaYm8xe,NRdnqAmNJ3Gg,Fh5z5uvA4neX,307.5,17.38
X8F2ZhCOzNQd,3H7nJ3Wp12et,7KovPWNcMm5O,65.6,47.54
wLsenw5RlM0Y,1edaUIVffPFF,RsUgQvBvc24M,359.6,28.61
bsUDd9TUzz6f,RGMJ0wTwa5I4,q1Q2n7nr6h9B,849.5,37.91
lW6JmLJ23uMP,RkB9AKF2V1Hn,CKIfcCixDvFV,165.6,71.02
Zul0ysiQMWgM,RnMDwXqRWtgp,16pMg4KJ3hIj,15.27,6.15
rmCEMA6rQDLb,jcTkyS2U240W,h2vUJBA61ULk,60.09,77.1
nrEMqLjnkNaK,pDp2aYpiuxXL,HPuxRyj1uNUP,399.2,51.45
OP8TuZ1jSdYR,NkygN5yTKOgI,JcRdnPnWEDp7,599.8,53.29
gRNjNZkgfpjL,6y4Svg7F46Ll,BGPWBRIq3VJB,28.7,6.08
oh2IUXhAjOWK,dX1wL2HeAokY,BWczKEOZMEFy,38.94,67.93
ZsVJehXLPFcz,lvk0Q8gNGzrm,YRYlK9uqyLE6,10.35,88.09
BIdkZMsZkvVa,0Bid1yfFeSgm,2a07LobkzHUx,266.55,110.14
ZNsUzDTiQpVl,6AJcq7QGJLPL,UCE3Mf4XAd26,25.59,32.5
FigkAtcagC6h,hIKGv3hBF2wB,KH9VVC2iPaCb,42.89,47.55
2rspbcsNojCu,rri1xd4h9cYb,7KovPWNcMm5O,14.1,22.18
QU2TkT5Wq3F1,Z6LAUTcjGLFG,GU1IRg0p4O0N,217.35,51.45
uhPzRJhFIdBA,5p34yHlx2OtC,UOGIrJtSldvd,518.18,51.45
oHPB4FxVrXAh,FkDNIFiX19cI,8rHUnSQeQcMj,84.55,10.06
0vGA1Bl8ZMyM,Fbtx8c1gFlsQ,8NRu71xuHwbR,692.0,84.96
tBnocg3rLcgg,AZAV6sXGWCr9,gdPm2G9oBKoO,66.96,64.63
rVCwqlI2ReJp,keC3ihhpiZoO,ruq0u2ZpAMDr,127.77,30.24
idhK7iu0Es59,ONKnLPKQIwWx,h4lcTgJTuj7f,126.69,51.45
9EsGqSliNEel,XfZuYTyxedik,hZZnwRdyPwuz,13.77,47.55
AjEkSRo4g2nQ,gGrVRTrlzyhd,evGTHuQm4wMZ,0.85,31.33
EpOWCYo44kDP,nXZPk6g0AKxS,XePbD5Ocm6Yk,78.73,62.86
Mjh8QAuAvPEt,KwqpyCg16vLV,V3iKL8r9W9NR,135.21,30.66
mPyqoH9gXzQo,ViijnInywee1,16pMg4KJ3hIj,1001.0,60.03
60Tb9e8oRzcZ,2qrQ4G0Qgfhg,DHOPtCppeECW,14.22,141.26
MfwxXBvLI9fK,DP4fUb8lgVGN,oI8R7WsNWWBc,403.9,70.34
LmpcrNynOl8c,jyLKYKdlkx9Z,hwsU0uehZSnI,28.7,21.76
XM1tMWviZPc1,VPeKM1EB7I8L,XEurPdGwwrtN,195.9,44.67
0o8JSqqvjnhQ,aoBpdm7YoTwP,l1pYW6GBnPMr,548.35,32.34
DhVmfI7yMJ5k,GGQvhbIFLiw3,fdzqBJYl6Pc6,107.63,22.24
QPAggs3wzWCy,Lw1TLpB2Uxyk,8cMMpAAFEsxE,142.2,20.9
OK9Kgc7SQkbK,cKawg06llXBZ,ruq0u2ZpAMDr,100.0,43.58
ffuezGn1pRDE,IfpAoI7F7YIR,2jTASjIU2rIf,694.65,20.51
P54iu7DE2JMq,qOiDnN39CMGm,yHsOFiqVrV1u,517.65,45.52
0mJQtvb4X9Oa,uDIWaQnuUe37,TuPm19CMKvrM,117.56,61.32
4pFW6k2RJowg,I7tjJRe2IxND,YVBAT3QqF9Qj,72.4,46.76
SrRYAUsDuW5Z,oX8dgtFlR8Vj,T5TAziawiIyq,849.5,83.75
7YAdFmmhqQ7C,OeUekC5bivVr,r2mysH4g4Ywp,16.9,38.62
dVA7x7ycxhgq,QbnfcR40lULU,GwHrbZ3UqSSL,346.99,116.88
KOSHkJZHkaz3,DE0Zp1YQlcco,yJyItN8uakce,69.95,43.86
YmN4TQkZyDXK,ySiVPiOZyjn6,RZd60bQiKL88,167.0,50.28
bsAB5FaPXj7p,KIIflOdA29Zr,Q9BvUkqlp6Vc,403.9,67.11
QOxXk0q00P00,zoGNkxDW1vJs,V0koygjO8uRW,104.99,35.38
iowBIsf0IhKz,qDgjT36KwfcF,HPuxRyj1uNUP,128.99,64.67
DiVdFSHy7m1c,g0xj2r9LxuiD,3cNydxlqQDMV,968.0,24.81
ssaFs9flMi4f,Rs5yOO11BYdq,VbREMx1xh7Eb,516.49,51.05
h7ZVUVzd5u87,JoavG8SzaBM4,CutJkKSkib8L,71.25,12.28
yFYTBszgsW4B,EbDpDctxvFdD,CMD3ivLJPYFq,100.86,9.54
SQ4cL7EHZxa5,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,48.35
I7KPUNXw9uh3,tAErLq9TmDmF,fV1bInyb7d56,254.9,22.11
FxEC5iO1uYgR,KjU87tJLlFOw,Q2NwKBfUdtHW,34.0,209.63
J5UCevoQPykg,aeldoK03qxdQ,r9PPtLpzZVdj,475.0,17.44
3pQyD6nnXho9,WBl6mQ5BfU1z,dHUHvmn8Gewy,399.2,2.46
Ms0VIZ78qZNM,Db9Fy0A0f8Le,RKad98cTxhSb,42.79,46.01
WrRWgNQlXSGw,1yN2UyKPGhyD,bI5cDrYjs9Qa,13.97,0.99
iqwsjbZzTq1B,TTHvZR9sCBvR,JX4iwTS6jjJU,188.8,24.08
YXUQK9XDYxHk,Lw4U68e0gJPs,UOGIrJtSldvd,475.0,37.9
D9swurnf9FRw,lLTG4od0puud,kCGmKvmZymjH,123.49,2.62
NmJFWbF0ruoN,qOnjFniblSTC,D6zDdLEoGkbu,238.4,26.42
SZJvXOiGSW4c,1MAKkRLc16A5,79fGAMNBDzTH,419.9,7.59
MAKI4Wc1lX7D,1edaUIVffPFF,coi9xkdo66JI,49.31,29.31
jpzJUmqQlSU3,cPwMwxaeyEAd,l1pYW6GBnPMr,42.89,20.9
ZnTzeICSCan9,vMNkrbsMMk0s,vxQT8FlJeDdN,623.0,30.66
5pMGfXdjjQd4,Qqc1MZkVfgm9,fvoKM6Me6D8f,290.47,20.9
ReHk9g5KULy7,hJ5bwmnEfXOc,yJyItN8uakce,220.33,12.28
puRWDwVpJ7Hs,vIDG7lMnZYAh,FDJOy3Tl4fuP,115.92,245.75
k50ovy6y6NwK,wdV7yJzaz3Su,RsUgQvBvc24M,1988.0,29.68
xJffwugiGfxl,WN0zlHlMIIrP,bqC45dWiw5Wj,329.8,12.63
kB2HDOM5lGt7,lvk0Q8gNGzrm,YRYlK9uqyLE6,10.35,36.52
eskusuHxlX6e,R28SVGUwrf8e,yGbPyLPc8PmT,1899.0,11.0
bk61BWv0tYVO,BAV67EAhDWTm,eVS6MuExSoto,2130.0,88.09
nKMp3DJTTyMG,na0YNF98Dyu9,2Vzr14MB7bRD,18.04,142.47
AidW00QFrnr8,Llc34brRaltI,fPb06UMDTWgq,77.07,10.33
uPFqxItYCshi,fzTDSWh08DfP,uWD9LoTnGKSE,176.99,22.69
Na6y6yPJoydZ,DLCiMy5rbzxl,PajbyLRnTzGg,162.7,31.01
IrKIVtvso6sv,UIYTZqyFrSwR,0la80NIAHNZZ,134.57,61.32
ITb7PYpYRmyh,lNVG5bOa02bw,NSTd0PXlulDm,18.04,93.08
9oYrEd4RtM0W,1ZwO6aRPnzL7,IVBmMqVXGzPj,28.82,53.62
N0JFdkQO0MXT,cdFtvKeANmtM,2a51UHcJkdrn,58.1,6.38
uhLdduPrlSUR,ua99TuLWOUSc,nGUM92Z4IKz7,10.16,43.65
ytm5ffSWGALi,cbzigfmoeoXX,3KuTukGXgD7C,122.3,21.28
qPBSiyG7u5O2,e3A7loHfJNMi,dQCmV6mcOXGX,100.0,123.02
n6YlBEkm3cCW,4r48RpCRT10v,iAHv4pnPzV5r,14.6,2.46
6ffj1czqrdHZ,jyqvHPkDKFDV,DHOPtCppeECW,117.4,26.71
uTVbHr9pEwWE,P9hFX3WQMEFy,9IoQ4CUO45Pc,85.71,38.93
MPhkNNgBi1to,RJULjaXWmWpi,pPivZynq4Uf2,68.3,63.14
FEWSxfUh6JAu,1slxdgbgWFax,3jwvL6ihC45G,153.75,12.28
FfLZGUCBOhU5,zaqoILzcXvSK,8rHUnSQeQcMj,101.4,28.69
20bxh1QC07Kf,3oBl40sQGzjp,8rHUnSQeQcMj,98.67,23.05
wLp3sScDFXmr,qo0hHkHV0sVp,yJyItN8uakce,20.15,6.15
rNBQRMe5VOn7,EA6ZmPCrbZRQ,l1pYW6GBnPMr,68.0,20.9
rcLMjopnlfrI,cKC79b7J6LIr,QgSPgHi2XQs8,83.36,30.66
7VgbBrsjwDRd,wHzOMK353Rfz,q1Q2n7nr6h9B,188.8,69.59
SMUOB4UQP6UK,ltvYI61PLYcm,jzWG2ZFoNP3V,199.98,33.31
6fx5GNEPZEdc,aXdzzuld0YFN,J8pjJ0I3T86K,49.38,57.56
5Ula7kEOtRfX,dQtD4b9IfIkj,7afyCfXk0O0m,35.35,52.85
3StqkFFP92SH,gvwzTzO3hwSE,MdWxBEep7ZnV,547.9,32.95
KBRZGeGunUVm,Jzu3OmdqDqx6,nQlmkVGs3xYh,26.85,6.31
pAaXLFPNwLyL,ewgC10YIV6ZC,YRYlK9uqyLE6,236.52,20.25
yRbbgU9sxn2H,SDejjsDHO8kL,v4i9GZGfxgTZ,184.9,9.87
wGY8eMbri1Xo,DuksRo7zoQS6,Djfhy4pnkKOC,692.0,86.54
W4yanaMd4Dzs,82DpsHGTLkGB,coi9xkdo66JI,18.04,41.41
UnGLqwBTqQ7O,SLANLZkCbYI1,Mhg6gqpiKkO7,42.89,30.66
kqqWeGFTI5du,HnktPs3Claj6,m6IJZtqbZBZn,28.55,15.89
g2Bb1ZbhPzpX,y7dHNMTJXu2R,yNuJ972zjSM4,115.32,55.54
HDUOi8dTSM6L,ertXcDtT1irw,7KovPWNcMm5O,65.6,23.05
1wXn9az7BakE,WnvBzh4EV4Hu,WTbhLip6Y9IF,38.99,62.6
ZvUlpzP76hC7,xAU5QJnI3NSi,TuPm19CMKvrM,117.56,21.88
aJnW9u2wDaGT,10CdCi3zYLWu,tjn9TXOjEGlU,419.9,7.52
FMXHDZwifE3Q,wokjkIRYW6vz,P2nCHWuo0HC0,272.25,16.3
vRdnTBQugko8,ETg7a3iGWO7O,n3tarXou46WK,75.25,12.0
QmZN4Hq2Zxj5,94i6kWsTS4qo,FBGg2AnNbjOH,56.89,100.84
MzHkoRhYvPyG,mUzVm5ukrxKM,HQ4j3Fr6B61e,120.38,60.28
VRNSnoNlXuIJ,n6Job0vQR7Pc,uHhpOBmvWDav,42.79,29.74
IHGNVAigm4vH,bbeo9NBnrCrH,QgSPgHi2XQs8,17.89,70.34
NSdptIs6M1is,tk5jaxynSXF9,ruq0u2ZpAMDr,128.99,38.98
UIWxjRxGMUUA,K1TmcFMjeFFl,Six0iLhdF6CB,78.73,34.66
L9oJCLr2udaG,9NwzO0Pm0fDM,r7VxefoTVHbb,692.0,46.76
kgLqUAs3kBuY,QNffzqDeW7No,BUqNP64b1AeL,1688.0,82.12
LMY5Er3m93cR,HhAtKukEU7VT,UOGIrJtSldvd,104.4,126.47
102mrFWSnyYz,kiTeTTP2mB16,MzglQpTRHvOK,26.77,166.91
V43c0mwoRK6R,tPlw2QcQOvKf,r7VxefoTVHbb,692.0,46.76
psF1tT3fVa3y,pgyumB5S3C8N,luzDO2kXE6wp,49.97,12.84
9CY41iyd9nNn,2Sht5Ify9u5z,mFvZj7UmZKhl,146.3,47.5
06QqW6q4ajlk,LlGyQTVa8U4Q,dPgh591KNQAz,58.6,24.91
Ml5sf5P5qVuI,4KvMNv64Xf98,eOhcPgdVKUYw,453.7,47.55
VIu8777XQww8,S5eY2kz2sxlw,zhKBSmYNDuJd,311.95,50.83
luA4AXHUV629,jPjhNcChaXzj,qlWrFf4tJjSk,367.0,4.85
kKCD7Y44QLzH,kRLCgEVGS08o,dikNaTlK8yGG,33.41,22.47
73GcfsJYHhpz,xhOYb8NMrxmR,JvaeHOfhgTtB,692.0,29.99
mjvqjeVpP7RJ,tIFPwP6C7AWg,n1qBLUpDVOLU,56.89,17.49
B3puG4690NYW,INcS2iIOutJ5,yHsOFiqVrV1u,125.46,22.18
OKPbjx1p7KDg,f58wqfqFqpZI,dMvfk1IQQJPl,53.7,45.12
8ki5W8GqGsTq,xMUv0qmGsiMM,vozTKf0tG9Yi,28.82,27.61
6Hr3v0o0IghT,Dr5v9LXwbWPK,HPuxRyj1uNUP,79.8,9.31
Z9T9iGVtxHVD,sfgxD57RtioD,zXm1l9WjzYX5,283.2,57.41
8jKD9GfBMR7F,PN1vjZsr1aSn,72mgEDdAamG4,26.91,61.32
kApfOxMIGDZA,u8sp9G4YX7yU,eVS6MuExSoto,2130.0,75.07
A0DG5ZgB1ryc,EA6ZmPCrbZRQ,l1pYW6GBnPMr,68.0,6.87
tZD5AuK0t1Ri,uJXGjSsXJgo6,yGbPyLPc8PmT,2130.0,0.33
1VksVr2KWDGR,071tg1KoPuDZ,AYTvmj7w9EFz,132.53,19.38
Btimr3MF6UFJ,Pb29t2XBfP6Q,2a07LobkzHUx,692.0,26.14
yvDEwk4orHtK,w1agkAoeqUef,EUbuJdKJA0gL,399.79,20.9
grqQ2I87VCFF,YGmBOT1Elsr4,jSOhwPWVF2Xx,145.95,32.34
BRzly4qwYsSP,KaZcjt9wwBko,rFT13UJuGo0Q,30.99,54.04
CCsYCcVtEoQS,Udms1mREJJIN,4dCTuSwggSGX,76.0,11.73
SzA90ln1z8mE,3FAOpWw8lQRG,mfE47TAJF4NL,48.65,58.88
DEEw7VC8c4hW,f39dws6IRteN,5Ja2lH0N2OZt,123.47,11.41
p0H3e3fE21lI,CwjDwlCRlfVF,SSiPMxP6t9t9,820.05,150.8
3RUCvQ4tlgkF,FfiMQzl2g9IG,V3iKL8r9W9NR,35.79,30.66
Dkmzg0gJcTgx,DWI07vcxaNPj,UOGIrJtSldvd,404.88,48.35
3E04Gjxsr5Ha,MJd5ysuJ9wF1,TuPm19CMKvrM,114.89,7.79
En790c42ijTD,4kPj03A8J8IS,PajbyLRnTzGg,118.99,8.75
oDGYDeucViM3,wpKWbw6Wpcq8,2HgT2MWHngsN,295.0,14.18
RG5aXQc08PBW,pGbVH4fZ6FEo,OdnRCxXEzI4n,329.22,59.0
d9wf6bLXOZ2J,cJuDSXry3zBM,8CQ9epWunOJD,820.05,47.55
v4FfmXcF2goA,1edaUIVffPFF,RsUgQvBvc24M,13.97,121.73
k95UGr6YJUMK,GHIiBjW8k3Kb,WTbhLip6Y9IF,345.99,89.86
Tku4oevn5936,80xlcBa6IDxc,ooxpSR1n0f6R,18.1,5.14
iMGMA8Xs60JM,pZOWDQUIvAiy,nQlmkVGs3xYh,95.03,49.93
nSz2gm5yXdm8,q0IJyjGCcfqt,vmUdCiLPoz75,71.25,1.27
cAzrIg9lKfOr,aOPCwddwNRLu,hLW5pG3JWHbF,394.65,13.71
MPlzWAoENYnV,VikbDUcF8eHa,JcRdnPnWEDp7,749.9,12.18
tZo2zPBqPcn4,fwf07l1OVf2x,RKad98cTxhSb,493.9,54.64
jBN1iEwjJMQg,aIFlSrarDc1d,NFUo7mzHc8co,100.0,10.35
trCbip4Z1UlP,bdTHgAaR2zCK,TD2AMTmc5Ixg,238.64,6.87
bwckINnvi8Bz,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,21.19
PticYgl5JEnM,F6eUORVNAZ7q,KMUPLmVqQPcw,199.96,100.14
z7bsGAN5sSp8,MFh7z1gT0R24,B5hWl6a5gwY5,75.37,75.05
Yc7wKz9nQygT,hU0rvMAoQvSJ,2cg7E5j1pzxq,172.99,17.44
M9wXGdgu7V4s,dwSsHiJqVr2I,tCyremdSJmzU,33.41,42.66
586cnJzCcrB0,8SbnYx4nH13P,bI5cDrYjs9Qa,220.99,61.02
0ZAH1CBCsyN8,5J7az1rwth4i,yGbPyLPc8PmT,1094.04,21.51
yBZZMkvRlqtA,3GqlpGiUACFb,KH9VVC2iPaCb,127.77,11.33
J5io1YgJujXo,IkgGn9HxKC7r,TuPm19CMKvrM,58.1,14.25
f5kUsOOdynIo,7grztYpCkySJ,K0qPVGdA91KO,161.0,17.37
P0rZci9SLFyb,ana3LSnIVHh3,SgeUigb5Vbiv,193.25,11.5
uR2jzwmYRSnw,nOMeT48GdlWI,NFUo7mzHc8co,36.2,13.28
myNGf6D45Wgg,twEvvcmeQrj2,l1pYW6GBnPMr,48.99,32.34
0LypgWPS3vdW,EG4wDSpFyTth,TuPm19CMKvrM,319.29,38.84
heARqUWZRO9D,LPmD8oGgv02E,NlBeA10r2EtC,36.3,28.77
lpqnTX2eV0Mo,cyDT0HnF7iL3,XJ84yr38Bcnt,72.4,82.7
s2lKukM5xR5e,OkX6GSKOEUe8,dMvfk1IQQJPl,2899.0,47.55
f5aUeEolhw7I,FkDNIFiX19cI,8rHUnSQeQcMj,77.08,37.9
t5kBjEdw3z8t,xl7fxh09W8xU,HQ4j3Fr6B61e,310.99,19.05
Oqp2YKlOpe6l,cO7MSS7fybtR,DdyHoAPctWzb,36.7,31.0
reARawFZmOsf,vhgjOKcdRYR1,c5bdVHLhgVl1,207.5,29.68
GVkhqsiSsoN2,pIsDRb4xbzyD,GwHrbZ3UqSSL,345.6,116.88
0k5pnNQq7UX2,h2L3kgHs7Aaa,XePbD5Ocm6Yk,22.3,65.78
GGNW1qYN09eS,btBY4NYETwX3,B90f0fk7Cqgj,148.5,18.32
03A4ZZ3B5ZIf,3hFgY14cseag,S0NEanjpRQ0x,79.8,53.27
vQWPJ1ITVWgi,TlhfTlz2BILp,sVwxlToTFBSf,354.9,14.98
3Pdr3rIieESg,eY7BY1bzxllX,kiirS0of7bJI,72.4,64.55
cXOESEb6gpHB,24AgwBMFEDBG,kCGmKvmZymjH,78.73,7.95
jok6kodlo1YX,S44SDYLAuJ4W,dMvfk1IQQJPl,782.25,64.55
KciuxkKtWsUM,hfEa3c65LTA2,0Mzbc3aACMOQ,148.5,38.34
ZInAWJ9f66Ud,FHxAABaBw3qc,vjJ7Vc2lwVIM,72.09,158.42
mzq3sc6dblUq,uzActLIKVod4,PD3ungrnYPg2,70.23,55.54
FQUUqfEZwDyT,qPhFHNgVRpE9,SObJ1aGTvCYx,92.8,43.59
ir6znvqJE5xY,icdtCDkjpSZQ,coi9xkdo66JI,538.9,19.65
UKwECC048eNz,RewgygkwZXlY,nhZiNyvHKd8H,33.4,51.14
YzvHqCNnghkE,5XyF6Al83MtA,eOhcPgdVKUYw,66.0,47.55
nh51USpYbe62,MtcSaWKffzXH,YLyaKG2mxBfu,71.8,30.02
I36ngdnrPf0U,xvGfjZp6Er3o,yvUEFO3OhNk6,399.2,27.11
NqoKnYxglMKQ,DuksRo7zoQS6,Djfhy4pnkKOC,128.99,21.68
r3y6RF2SdpBK,GarjhCi3FPLP,iAHv4pnPzV5r,107.63,126.78
8n5N71oHWRtp,eJyDdAp36pHB,AvTLykupHOIB,97.44,50.28
D5yLqHO5kncs,dcNpNKkpf97Y,cYJkVT6fDynQ,47.91,33.52
9BqBDNNxuA8O,FfF7vqHqW9P2,2RAomcA7MaVK,347.45,18.82
PV37Kl7b5BjN,YoE1qSyDQ4Tt,8uubNbtNYdIT,420.07,18.05
rcaF5CfzPMxF,oUtEJOQmAsGo,FA3dyMVqpbKV,153.75,70.82
mxgJt9eUsjIJ,R84FcZpcWBcm,m6IJZtqbZBZn,126.69,12.28
fccM9ihPvzuD,8BeGM7qSDFij,Dq9vmUTxeFxh,45.83,47.55
Dsl3vTrCOQ3o,2TgfL4g4a1cZ,2HgT2MWHngsN,299.36,56.56
1K6KK1DadkzW,6DEGN1KlMLlH,JWYza2OJmoNl,159.9,12.53
LefJTQBZ3Npc,E0uHM2G8JhoZ,e04MSACAuPpW,182.9,20.9
1TUC4Aaps6SW,ivzqlvq5M9un,Ivbw25fb5t2Z,213.0,158.26
aCPi5XxpPe24,wG0DiBvjG2yU,hhOK3LtAiYO1,136.77,27.68
OiD27Ds6AsQF,MvXIL5RzNUWZ,yrRN2gKIgYet,167.0,20.9
2T8rvBsk1j8M,bbQHDAGyCVRX,kT4UPkqxjZhU,226.99,2.94
K0yYRnM67Qlv,4xupTEMXxGZU,KH9VVC2iPaCb,66.0,70.82
q7NmZbxVfp9u,hfEa3c65LTA2,0Mzbc3aACMOQ,125.46,68.42
kSGNdysGigbr,1pygyHBMo59v,V3iKL8r9W9NR,35.79,9.05
6NpeGZ72LBEx,gytiHCk1h8bB,AHG0TE6bRNNY,55.55,9.98
O8Tq5yuFcUUG,KvidPAEAVI5p,Mhg6gqpiKkO7,1499.99,12.81
ng1m01X9RfhY,eKz0Cvq5kBgw,Rfeq19yDD0ad,26.9,41.59
gtFmTTZhMJ0g,dAz11YkQkoue,TuPm19CMKvrM,59.21,32.34
4kNAhvxXVFlU,jIaLHfNz5sOd,hmS6KkvxMbyF,111.27,52.08
SNmbU1Zypeu2,qTGruaPaiQSN,NPzG9GmZi6FT,624.75,33.86
dsvyd1Z0x0Uw,rKV5h9Op8hkH,ENekhljjhevR,107.63,19.96
QUSf8wX9YInq,EV3RPuyZ49GA,W4vKCv0p63wK,74.69,36.96
