order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date
UibFnM9FqMHj,MkeSifweYpyG,delivered,2018-01-22 15:51:43,2018-01-24 02:52:44,2018-02-05 12:25:18,2018-02-26
NOXwDmMumBRv,xxs6yfLT3HRW,delivered,2018-07-24 11:14:25,2018-07-24 12:04:31,2018-07-26 16:22:50,2018-08-02
4ZCtdvieBjLi,d1WNvMxQHNzt,delivered,2017-05-30 15:57:13,2017-06-01 04:23:02,2017-06-08 14:51:39,2017-06-28
ruIMHexsHtpN,l0ZHHuVtLHKH,delivered,2018-05-13 17:56:45,2018-05-13 18:13:27,2018-05-18 19:58:48,2018-06-08
2xFRZLWm2srO,KDoaM2iTanOK,delivered,2017-03-14 12:30:59,2017-03-14 12:30:59,2017-03-24 12:53:45,2017-04-06
ejCP7RMTywZv,ZXUFfQ3gQVVu,delivered,2018-02-22 18:48:27,2018-02-22 19:08:25,2018-03-16 22:32:58,2018-03-14
k8A0ekVQMiTQ,lM85ysUDJPMQ,delivered,2018-08-02 21:43:54,2018-08-02 22:15:30,2018-08-14 17:14:47,2018-08-23
s4wte8FGOLEL,D9hRgTfcYHkV,delivered,2017-07-18 14:38:31,2017-07-18 14:50:13,2017-07-20 17:42:59,2017-08-04
DPlO0PAoyg0Z,qK9uD8h8RSVb,delivered,2017-02-11 18:05:27,2017-02-12 06:45:45,2017-02-21 16:52:29,2017-03-16
JP880mpIpAes,1r6McpdXGvmD,delivered,2017-04-10 18:43:32,2017-04-10 18:55:10,2017-04-18 15:17:14,2017-05-04
lAYbF2F2ewQM,hnwvTgRk8rGe,delivered,2017-12-01 22:37:42,2017-12-01 22:52:53,2017-12-06 19:09:43,2017-12-27
rw8SSKeyjbaM,BmlG4YQY0ybt,delivered,2017-11-07 17:56:06,2017-11-07 18:11:57,2017-11-21 20:28:57,2017-12-05
3h6Mn34ONkWr,1UTMx0mzVQnA,delivered,2017-10-24 20:36:26,2017-10-26 20:10:22,2017-11-13 12:14:54,2017-11-23
EOQB02L6nxH7,DqTOK0I1q6qW,delivered,2017-07-21 22:46:13,2017-07-25 03:45:21,2017-08-04 21:17:51,2017-08-03
rPC4jvG63u1e,mfA2iSbhQIl9,delivered,2018-06-10 11:12:06,2018-06-10 11:37:43,2018-06-18 16:11:01,2018-07-12
gVU49HgpgFB8,87VpNdl2I7df,delivered,2017-12-13 21:24:35,2017-12-15 21:16:29,2017-12-28 12:54:00,2018-01-17
LUBU4ESEvbI7,78LsGFvIp5Ra,delivered,2018-08-11 16:36:00,2018-08-11 16:50:20,2018-08-20 22:55:45,2018-08-28
pnKTZ7F4uDgE,z7H04Ybnur6f,delivered,2017-01-12 00:06:12,2017-01-12 00:15:14,2017-01-19 10:53:53,2017-02-20
b4cbobI4JwUB,e3W5VdklE4lj,delivered,2018-07-24 09:03:34,2018-07-25 02:50:16,2018-07-30 16:38:37,2018-08-07
LT1eYCX04lD0,Sq0Q0oReDWq6,delivered,2017-08-31 11:52:23,2017-08-31 12:05:17,2017-09-21 21:00:27,2017-09-20
aw6LZHTTRQEL,UmBo75dzYoI1,delivered,2017-05-15 22:23:53,2017-05-15 22:35:17,2017-05-30 11:41:47,2017-06-16
ogyn3RmVxli5,L9vSCtxqhJQh,delivered,2018-04-04 08:17:28,2018-04-06 03:15:38,2018-04-14 17:12:20,2018-04-27
IgtvtXRWilBR,7aD8QqQekjpa,delivered,2017-04-03 18:59:59,2017-04-03 19:15:11,2017-04-10 11:12:46,2017-04-25
ktJDH5ezbzKs,Kvbi0wejiuBR,delivered,2018-04-05 16:11:32,2018-04-05 16:28:49,2018-04-18 00:24:40,2018-05-02
8PLHIN0K6Y8h,rcsvCo53e5wW,delivered,2018-05-13 19:47:19,2018-05-14 19:57:50,2018-06-08 17:41:48,2018-06-13
YyIvgmPISW0R,PC9vimVvmYGh,delivered,2017-04-08 12:15:31,2017-04-08 13:05:38,2017-04-13 13:34:41,2017-05-02
mITv4I0knhkc,aN3kj66CdiXu,delivered,2017-06-07 12:09:46,2017-06-07 13:15:35,2017-06-09 12:00:54,2017-06-22
pEQaRGvF9TUu,vCJZLJrhmAoG,delivered,2018-06-30 21:51:00,2018-06-30 22:10:08,2018-07-04 17:09:03,2018-07-25
RKMdcn9wrQyP,f4QCWhFwxn5D,delivered,2017-09-02 22:37:04,2017-09-02 22:50:14,2017-09-11 19:23:05,2017-09-22
7R2SIS3LTcNg,MaKd4jCSvbnv,delivered,2018-06-21 16:49:09,2018-06-21 18:21:01,2018-06-25 20:22:32,2018-07-04
riPBziQwxskb,gnoDBHqLattU,delivered,2018-04-25 16:28:05,2018-04-26 16:55:47,2018-05-19 00:41:43,2018-06-05
oZYy9rtmOnI5,gCV2DBLgJzUC,delivered,2017-11-01 10:43:33,2017-11-02 02:15:45,2017-11-16 17:48:34,2017-11-27
BE66uhyGs9p2,f4P26LX5g98u,delivered,2018-02-21 21:01:55,2018-02-22 16:15:33,2018-04-12 22:22:27,2018-03-29
P6LqnxDjysRu,SB25598tuqFZ,delivered,2017-12-15 13:17:09,2017-12-15 13:32:09,2017-12-17 14:12:16,2018-01-04
iMxBQd1g7tUu,7ZntERQXOJfZ,delivered,2018-03-29 09:10:21,2018-03-29 09:27:36,2018-04-13 22:58:45,2018-04-18
YnrAGQ1nf4Ia,34nZ9z5RnrnJ,delivered,2018-01-26 08:17:52,2018-01-26 08:29:53,2018-02-09 20:37:53,2018-03-05
4oDOdAmgQSUW,BeBq6B8b2TR4,delivered,2018-03-07 10:45:25,2018-03-07 11:10:13,2018-04-05 21:48:24,2018-03-26
cJM4ch4Uq9DO,PXin51u3TOLf,delivered,2018-01-24 14:26:35,2018-01-24 15:07:37,2018-02-03 19:09:02,2018-02-14
53UctNyAlkQa,w522dulPFvJ6,delivered,2017-06-18 11:16:12,2017-06-18 11:25:19,2017-06-26 11:06:50,2017-07-07
osMP5KRUC1Dg,A2JAa2knqnYk,delivered,2018-06-09 23:19:42,2018-06-09 23:38:24,2018-06-20 21:34:30,2018-07-23
pwPzCbQbeSZe,VzBV9tkajcXr,delivered,2017-04-24 22:57:16,2017-04-29 23:33:16,2017-05-08 11:47:53,2017-05-15
RorPL2bjlH4e,81PFp4NpuRVH,delivered,2018-07-25 21:12:52,2018-07-25 21:25:15,2018-08-08 18:38:52,2018-08-10
nC7lr3RtsS9B,PTf7aHKZ9os8,delivered,2018-06-04 23:22:57,2018-06-04 23:35:21,2018-06-13 22:36:24,2018-07-24
jj17L5DUgoe5,Q5NpuK536HOX,delivered,2017-07-07 16:34:43,2017-07-07 16:45:12,2017-07-19 19:02:37,2017-08-07
jh909YCYADMM,apDH86QToP2X,delivered,2018-05-03 21:10:55,2018-05-05 03:10:23,2018-05-09 13:16:28,2018-05-15
KEisVk7YSICM,dBUUXZ0lErXY,delivered,2018-01-30 10:21:31,2018-01-30 10:35:38,2018-02-22 16:22:55,2018-03-02
Kxy0aMqHlzTM,f4S094XBZQvx,delivered,2017-10-24 12:58:50,2017-10-25 16:33:51,2017-11-08 15:58:27,2017-11-16
k37WasT0znDE,WDVBLFPI5R9w,delivered,2017-12-21 22:50:13,2017-12-23 02:12:36,2018-01-20 15:51:24,2018-01-18
xddvRkmllSau,itgtDMDfVzNo,delivered,2017-08-30 21:47:24,2017-08-30 22:04:40,2017-09-12 11:20:03,2017-09-21
1pvTCx37umnx,AD1w9PxEE8Cs,delivered,2017-12-03 13:47:49,2017-12-03 13:57:18,2017-12-11 20:04:56,2018-01-05
MeXZnoy8ZFLB,AnTSJlbq0JBQ,delivered,2018-03-05 20:21:33,2018-03-07 02:15:36,2018-03-09 03:28:21,2018-03-15
zzq1nZ4dGR6g,bm1rNaNoO52h,delivered,2018-05-16 18:59:48,2018-05-16 19:15:30,2018-05-23 18:33:14,2018-06-01
mmZaS579sF9p,bnGXOq6UJnLQ,delivered,2018-05-01 19:24:10,2018-05-01 19:35:26,2018-05-25 15:06:51,2018-05-24
R4OQGtbgm6rY,Wjo4TNj9RixX,delivered,2017-10-11 08:17:44,2017-10-11 08:28:19,2017-10-20 18:05:21,2017-10-24
p0wBiqGNuIwA,x4U0MVnGUi6S,delivered,2018-04-01 20:47:22,2018-04-01 21:30:26,2018-04-07 12:41:03,2018-04-20
5arKqYnURo2P,SpR4bs7pIngy,delivered,2018-02-11 16:46:17,2018-02-11 16:56:08,2018-02-27 22:16:34,2018-03-12
1hgU2DkEA79g,2AudrDZZmlxI,delivered,2018-08-12 23:29:24,2018-08-12 23:45:08,2018-08-21 23:28:26,2018-08-30
JLKCQb9hsHiG,WZA7bdJiYwUS,delivered,2017-11-21 18:31:03,2017-11-21 18:39:31,2017-11-29 01:36:59,2017-12-13
wI68lKmRar7s,7QJqO4PzTlgd,delivered,2018-01-28 18:04:28,2018-01-28 18:12:22,2018-02-02 12:52:35,2018-02-15
MXfFcfXicJgQ,aM4hvJgBIUGE,delivered,2018-04-09 17:09:21,2018-04-09 17:29:19,2018-04-19 22:02:38,2018-05-07
SPypF4OoDUSn,RDNjGJao289h,delivered,2018-08-10 11:23:48,2018-08-10 11:35:20,2018-08-17 22:08:35,2018-08-22
wlgEu3aI0YwP,M8iVV6ys2JvF,delivered,2017-05-20 14:42:05,2017-05-20 14:55:08,2017-05-23 12:42:30,2017-06-02
IYJRwM4FahxY,eqIBFXrbsZXV,delivered,2018-05-09 11:07:14,2018-05-09 11:34:56,2018-05-17 15:52:09,2018-05-23
zgWgZza33Yai,Uut3fOjFx59m,delivered,2018-03-17 14:07:05,2018-03-17 14:28:30,2018-04-09 17:12:06,2018-04-16
dVt5I2yjQACH,xcErMiRrireu,delivered,2018-06-12 18:50:04,2018-06-12 19:26:48,2018-06-15 16:21:50,2018-06-29
bhweyNLwokib,4Pseex5D5yq3,delivered,2017-05-12 16:24:51,2017-05-12 16:35:21,2017-05-24 12:26:59,2017-05-30
HmdPopk9Fyog,xneYXp2uMv60,delivered,2017-03-27 19:22:16,2017-03-27 19:35:23,2017-04-07 14:25:35,2017-04-26
q3ZZ4fLGPL49,GN6wu6nkvHFQ,delivered,2017-12-08 09:53:46,2017-12-08 10:10:43,2018-01-08 18:48:11,2018-01-17
UhQtrrH6MBUR,Dru8kM5LbPW4,delivered,2018-07-18 14:02:17,2018-07-20 04:43:17,2018-07-25 23:38:33,2018-08-01
e8WnOxPDgMcC,ha0b5zDlR0eH,delivered,2018-02-12 12:44:32,2018-02-12 12:55:54,2018-03-19 14:26:55,2018-03-13
Po01SmRBEfdJ,E6CHsJ5Iv760,delivered,2018-05-15 13:47:02,2018-05-15 14:14:41,2018-05-29 20:28:50,2018-06-14
JRDe76iMR0c3,6GiGzlwl7E3y,delivered,2018-08-07 20:57:01,2018-08-08 03:10:25,2018-08-13 14:46:45,2018-08-20
1dzST66Vyt0r,PKHYUERNKFnk,delivered,2018-08-19 23:28:25,2018-08-21 04:10:32,2018-08-30 00:55:22,2018-09-06
MoRVeh2xesBL,qt7g07pCR3kW,delivered,2018-08-10 10:39:43,2018-08-14 04:50:12,2018-08-17 21:21:58,2018-08-22
YvON5ZjLMeO5,U1Jx32dPwGxN,delivered,2017-07-05 11:55:58,2017-07-05 17:42:57,2017-07-17 19:02:35,2017-07-31
KI5mXGxXwVHk,fafJYAwtU6mb,delivered,2017-03-26 15:13:46,2017-03-26 15:21:54,2017-04-18 14:10:43,2017-04-18
PoyuBU6GpylK,H9o3dWamiHii,delivered,2017-09-21 22:11:37,2017-09-21 22:46:05,2017-10-04 18:38:51,2017-10-20
z5ECJ9LirjTf,UizyocflDO1b,delivered,2018-05-07 11:52:21,2018-05-09 04:14:26,2018-05-16 17:29:13,2018-05-30
9ygDjL7KOeMs,TnQDE486WL7c,delivered,2018-04-23 10:56:50,2018-04-24 18:42:09,2018-04-30 19:46:37,2018-05-10
ItPcl1SwnsgV,VssWjeMcwph8,delivered,2018-01-11 09:33:30,2018-01-11 09:47:45,2018-01-13 01:05:15,2018-01-30
CDIye0dR0Kwp,HBEHqigYVrhF,delivered,2018-01-25 16:22:26,2018-01-25 16:34:58,2018-02-01 00:06:01,2018-02-26
6cY9n9ZOw55U,WMVKmKFLV9Bd,delivered,2018-07-06 13:40:16,2018-07-06 13:55:17,2018-07-11 18:56:37,2018-07-20
m2WyAolGe11c,EiFTGbvl5EaD,delivered,2017-10-06 14:50:35,2017-10-06 15:07:10,2017-10-16 21:33:50,2017-11-01
Dug4eWt1knPN,3xvwBYRHLltj,delivered,2018-05-09 19:30:35,2018-05-09 19:52:30,2018-05-18 21:18:24,2018-06-01
mBi9qi9kI01L,alA4Sp9BBcDP,delivered,2017-08-30 12:28:36,2017-08-31 02:50:43,2017-09-11 16:09:06,2017-09-20
YzoPaTDcq8T6,RGNTs6HDa78I,delivered,2017-09-21 15:17:42,2017-09-21 15:30:19,2017-10-03 21:51:30,2017-10-19
uGdKljuD18wR,Zuc29XlbrVsz,delivered,2017-08-21 08:52:18,2017-08-21 09:05:15,2017-08-23 14:24:18,2017-09-01
ADwKYVXvBA5q,0hq5N6CPxifO,delivered,2017-04-09 13:33:34,2017-04-09 13:45:16,2017-04-18 16:48:26,2017-05-10
hUMliz2BTCzg,SSOYrgnmknD1,processing,2017-08-02 12:48:57,2017-08-02 13:03:37,,2017-09-01
2KJa5ts7oMq2,R6RGHaMYwRDY,delivered,2018-04-09 17:26:21,2018-04-09 17:51:16,2018-04-11 19:33:15,2018-05-02
ErhiEfr7RB0X,tnE3TdiGot6y,delivered,2018-05-15 00:39:58,2018-05-15 00:55:24,2018-05-19 11:12:22,2018-06-01
Q34dNg55TYUq,DUrSEE0B8pGN,delivered,2017-09-02 19:53:33,2017-09-05 04:36:00,2017-09-11 18:45:26,2017-09-22
XPQeHlAYMUtc,d4LFatYbCwF4,delivered,2017-12-25 20:22:00,2017-12-25 20:48:02,2018-01-03 18:10:10,2018-02-05
QDo9fuR33IJ3,ttoHpEX7mNeP,delivered,2018-02-08 19:05:16,2018-02-08 19:40:29,2018-02-16 17:16:55,2018-03-12
kepRsKO9ONZW,rtqOkj8TmqSN,delivered,2018-08-02 16:32:20,2018-08-02 17:04:28,2018-08-10 19:12:26,2018-08-15
tPcfGPjG5xya,AtxXSlVAYyGo,delivered,2018-04-13 13:14:33,2018-04-13 13:53:51,2018-04-26 20:33:18,2018-05-11
JlVbDCgaCq1P,cavbCh6m0vM0,delivered,2016-10-09 12:46:25,2016-10-10 01:55:38,2016-10-17 02:55:39,2016-12-02
w41JEfwCWxTO,xaMlTvMIhVrM,delivered,2017-09-13 17:10:25,2017-09-13 17:28:00,2017-09-18 18:48:51,2017-09-27
npd4C42TrCXv,bxr62GK9yCQb,delivered,2017-04-26 14:30:03,2017-04-26 14:42:14,2017-05-05 11:42:18,2017-05-17
QjVy14kixsuC,kiCHsV95of31,delivered,2018-08-17 18:41:50,2018-08-17 18:50:28,2018-08-29 15:12:36,2018-09-10
XB2KS7Ef3Vib,rHu4jkrEzQNb,delivered,2018-06-26 04:15:10,2018-06-26 04:32:05,2018-06-27 18:12:33,2018-07-18
Mtv3bQZD9dIg,YulwrfwEQuDN,delivered,2018-08-21 10:29:19,2018-08-23 02:50:19,2018-08-29 15:36:39,2018-09-10
NHgjUbkH6jpz,9LQbz5uCRPni,delivered,2017-10-09 15:55:06,2017-10-11 07:36:48,2017-10-19 22:27:32,2017-10-27
9LCCreTpLISO,o6lSsaCqJgDQ,delivered,2017-03-21 11:38:33,2017-03-21 11:38:33,2017-03-28 13:37:31,2017-04-17
us65lCQ5AR0k,XTT5ZAPPKKFS,delivered,2018-02-20 16:08:32,2018-02-20 16:28:16,2018-03-08 21:50:32,2018-03-22
TPFP9Lh2KloT,Kw9jSgUHSWer,delivered,2018-01-14 14:34:55,2018-01-14 14:48:41,2018-01-24 21:54:49,2018-02-05
ua0U4QRcMjYm,qSEHGxebMOTq,delivered,2018-03-08 11:56:10,2018-03-09 02:15:40,2018-04-13 15:42:45,2018-03-29
QBuBGSFbQBOy,SRxH6Kxttu51,delivered,2018-08-10 10:53:30,2018-08-10 11:05:14,2018-08-24 12:38:44,2018-08-29
VylIRCe80GT4,bQM7Pcd6e25w,delivered,2017-10-23 03:00:59,2017-10-23 03:14:09,2017-11-03 16:47:48,2017-11-14
cMoFvVonbFMh,Z0VE7pmwBWXH,delivered,2017-09-12 22:59:04,2017-09-13 21:45:15,2017-09-21 19:38:00,2017-09-28
NKIpF523fbqs,LwyWKi669noE,delivered,2018-01-17 17:03:23,2018-01-18 02:12:36,2018-01-22 16:22:07,2018-02-02
ZcUFNErnq8dQ,CUvBklLJqJbc,delivered,2018-06-18 18:19:17,2018-06-20 02:54:51,2018-06-22 01:12:32,2018-06-28
9iuSkgLAaEDl,SCt8KW2yCDAo,delivered,2017-07-31 20:27:43,2017-07-31 21:05:21,2017-08-08 22:24:44,2017-08-22
dmEpw49OVDkH,JU9wRRNdKCKR,delivered,2017-08-15 18:29:31,2017-08-15 20:05:16,2017-08-18 14:44:43,2017-08-28
bZavIXmicP90,bHhZkBH0oVut,delivered,2017-12-25 18:16:34,2017-12-25 18:29:42,2018-01-03 12:29:31,2018-01-19
kD8BYa9MZXA5,6XNwxUm76swG,delivered,2017-10-10 23:17:10,2017-10-10 23:28:18,2017-10-30 19:52:38,2017-11-10
stiTDSHRmCsq,kUeca7ZtwCcm,delivered,2017-08-02 20:26:47,2017-08-02 20:42:58,2017-08-07 18:36:50,2017-08-24
5HNBnYefaYkq,IF7rWMiCHAXy,delivered,2018-02-15 18:49:19,2018-02-15 19:06:19,2018-03-01 22:28:59,2018-03-12
ipIArhfivWqc,Def7Tu7VfWCN,delivered,2017-06-24 14:17:59,2017-06-24 14:25:17,2017-06-30 16:44:52,2017-07-31
qnbbNmz8YSkM,2cXM0itoLPAL,delivered,2018-05-03 10:34:01,2018-05-04 10:32:34,2018-05-10 15:04:06,2018-05-23
EzFaSHb4idKN,KH0eNxzcpqUK,delivered,2018-07-17 08:33:55,2018-07-17 08:45:17,2018-07-27 16:51:14,2018-08-06
aNTFmVj04eaZ,5AZYWkyXsi1S,delivered,2017-11-22 20:17:30,2017-11-22 20:30:22,2017-11-27 17:43:04,2017-12-08
C3L0qiPxuxuh,k8aI9V0eaShs,delivered,2018-08-03 15:48:08,2018-08-03 16:04:13,2018-08-13 18:41:44,2018-08-30
pie3rBZT9OJZ,3PoezL7eCB2r,delivered,2018-07-30 22:40:21,2018-07-30 23:20:09,2018-08-06 18:45:02,2018-08-10
5XNf1mM36wiL,l21c9QbnObfy,delivered,2018-03-16 19:14:37,2018-03-16 19:28:20,2018-04-04 22:44:38,2018-04-16
78Wx7sY29kif,DE2htw2zcHHo,delivered,2017-08-20 05:41:56,2017-08-20 05:50:07,2017-08-30 21:05:07,2017-09-25
WEXCj4RmMpYS,Btto6pFaLTBk,delivered,2018-02-19 11:58:43,2018-02-19 12:15:50,2018-03-06 17:44:22,2018-03-09
4V7UK5GGq8wr,2MZbC2UihtyT,delivered,2018-05-22 17:44:18,2018-05-22 18:37:08,2018-06-06 19:58:26,2018-06-11
uAF193dDoJOj,6ihWmwB3OlMG,delivered,2017-03-21 14:37:07,2017-03-21 14:37:07,2017-04-11 10:32:07,2017-04-28
7qzy2B1rlJLJ,kBYpPT8VEsBD,delivered,2018-05-29 20:59:27,2018-05-30 20:55:41,2018-06-07 12:38:28,2018-06-29
ZhicnfXwIidC,G3FDih32I5mp,delivered,2017-11-15 20:08:45,2017-11-15 20:26:29,2017-11-30 11:34:24,2017-12-05
hffdAyO3akc0,uDH6lqZCu6TP,delivered,2017-09-04 11:10:17,2017-09-04 11:24:24,2017-09-12 22:03:26,2017-09-21
tgDlZ3ULlgNT,yH5zlQpZZIpe,delivered,2018-05-15 20:55:04,2018-05-17 02:37:15,2018-05-18 15:52:10,2018-06-12
oqN0oLHFdRMG,ppPBpfIU4YT9,delivered,2017-11-03 14:08:28,2017-11-03 14:26:36,2017-11-07 11:58:56,2017-11-17
nlyUCx2BfI6M,VSvgGh3eWnyM,delivered,2018-04-02 09:14:45,2018-04-02 11:10:14,2018-04-11 18:18:34,2018-05-02
3SxW1ByaxYxn,pQGH0LBAOlUn,delivered,2017-04-28 23:11:40,2017-04-28 23:22:46,2017-05-09 14:52:23,2017-05-22
NHxkXNB8No44,pHbbNjFBm8Jd,delivered,2018-05-25 18:28:36,2018-05-25 18:58:30,2018-06-17 13:18:27,2018-07-12
hNcr6zLI5Cxi,S1MtuQHMxQI0,delivered,2018-05-01 14:30:35,2018-05-01 14:55:16,2018-05-03 15:14:53,2018-05-21
dgeR5G6vqaNj,u29xj9JvqSDL,delivered,2017-12-04 09:36:32,2017-12-05 11:29:54,2017-12-20 18:53:42,2018-01-02
giSaSs7qJYGZ,1SbJG6MMWzQz,delivered,2018-01-12 18:17:38,2018-01-13 02:09:11,2018-01-24 19:13:05,2018-02-22
Lu3q6dALaCV7,sCxRz93TvOIo,delivered,2018-02-13 20:17:29,2018-02-13 20:25:33,2018-02-23 15:49:14,2018-03-09
ois1wVnokSRD,Ly3G1wBpyc9I,delivered,2018-08-02 19:46:23,2018-08-02 20:03:50,2018-08-08 13:56:48,2018-08-24
lUjan4DokLgf,t7jBEtQrFcxE,delivered,2017-05-09 10:34:29,2017-05-11 04:02:54,2017-05-22 10:12:21,2017-05-29
zqiXkCLqIeXo,J7TYz0GUzs4U,delivered,2017-11-24 10:38:00,2017-11-24 12:13:09,2017-12-19 16:48:39,2017-12-20
yAUMEtHMvqMm,zXkXnwDrhFcY,delivered,2017-03-23 20:18:15,2017-03-23 21:22:48,2017-04-06 14:27:46,2017-04-19
ozNOdVy3O2Dd,86PIg83kF7G7,delivered,2017-04-05 16:39:11,2017-04-05 16:50:17,2017-04-13 14:57:33,2017-04-26
XmZC6xpCEEi1,BPgdQs22kaND,delivered,2018-03-12 09:44:23,2018-03-12 10:20:31,2018-04-02 21:51:15,2018-03-28
zdw6E5EG0YPG,Le9A24OqPdZo,delivered,2018-04-21 13:04:58,2018-04-24 18:05:45,2018-05-11 23:11:38,2018-05-16
J3QClORipR68,6Lz2wna2HeSA,delivered,2018-03-16 11:23:06,2018-03-17 02:50:45,2018-03-22 19:23:42,2018-03-28
ucSd5oauThHQ,o6Fe3O71Yfz6,delivered,2017-06-25 13:48:10,2017-06-25 14:04:53,2017-07-11 19:34:38,2017-08-01
FoTMpoJJsubT,6R6NsU7u8iNK,delivered,2018-01-16 18:05:23,2018-01-16 18:16:27,2018-01-25 19:26:47,2018-01-31
bXdzq5tQIFXv,aPDdSF2HtX9V,delivered,2017-08-03 20:28:45,2017-08-05 03:03:27,2017-08-14 18:12:37,2017-09-05
7quKAtdX9q8E,aR9KD0CI6VXj,delivered,2017-07-26 15:38:35,2017-07-26 15:50:18,2017-07-28 20:12:59,2017-08-08
RYGOfgoxeLkb,CKEDBjLUHUrq,delivered,2018-07-22 21:10:10,2018-07-23 12:31:58,2018-08-07 21:18:23,2018-08-22
6TfkYazcbD6i,ocqfFUp21Z86,delivered,2017-10-09 20:30:25,2017-10-09 20:49:42,2017-10-17 18:13:46,2017-10-26
LawatBpjgFGL,HQL5s3ZVO9mp,delivered,2018-01-29 19:47:14,2018-01-29 19:55:28,2018-02-16 19:13:30,2018-02-23
IRKfgYw9XsJO,SD3k1I6CMpIa,delivered,2018-07-28 16:48:39,2018-07-28 17:04:32,2018-08-06 22:04:36,2018-08-15
IgiFpAgKDwb1,IYWH06Y4Dfog,delivered,2018-04-13 13:09:30,2018-04-14 13:11:57,2018-04-18 13:58:42,2018-05-11
GW4DZNImzEra,ov5BRlZz9q5K,delivered,2018-03-19 09:07:37,2018-03-21 02:50:58,2018-04-03 12:28:47,2018-04-05
1tmP1uMcjqdc,qpMv4eN5tU90,delivered,2018-03-09 00:37:23,2018-03-10 15:48:39,2018-03-22 23:16:51,2018-04-05
Xt6dMJTcj8Jl,oPo8TQjTrKO1,delivered,2018-01-04 10:56:02,2018-01-04 11:09:14,2018-01-05 21:03:28,2018-01-24
Q8oenZ0YJg6C,TjBor2tsfdRu,delivered,2018-01-17 17:29:54,2018-01-17 17:50:43,2018-01-28 16:42:08,2018-02-16
jMKG6TKtSIUf,R2beMlKnQ08a,delivered,2017-04-25 18:06:07,2017-04-30 20:31:27,2017-05-08 12:13:14,2017-05-12
kjtjRIJVvsEh,rwjTjxqVkW1k,delivered,2017-05-07 19:37:27,2017-05-09 09:25:41,2017-05-17 15:38:06,2017-05-19
nIx2pcl1EJle,44zfjNbnBcEl,delivered,2018-03-11 22:19:18,2018-03-12 00:20:33,2018-03-17 01:48:32,2018-04-03
0bYZrlAn7JYE,Y72LVxnr2mTY,delivered,2018-01-17 23:34:21,2018-01-17 23:50:02,2018-01-30 14:16:38,2018-02-01
6SIgkHxctr5m,jZX9hw8QNvPm,delivered,2018-08-03 10:47:35,2018-08-03 11:04:09,2018-08-06 16:09:01,2018-08-09
0AJe7FJe0kyT,LW2AFSCYqqAO,delivered,2018-07-25 10:52:55,2018-07-26 10:50:17,2018-07-30 12:51:34,2018-08-13
0NtX4pyYhzLS,6PHdCmKbpJjW,delivered,2017-06-23 21:00:20,2017-06-23 21:15:16,2017-06-29 13:19:31,2017-07-06
wXVDlIDQpfbh,SKqqUyHNhERr,delivered,2018-05-14 13:53:49,2018-05-15 03:35:17,2018-05-23 14:04:05,2018-05-30
EN725zEp4n76,gH8VMo1ezcSA,delivered,2018-07-03 00:53:07,2018-07-03 01:10:43,2018-07-05 21:33:00,2018-07-16
gZnMGmPauTyI,zNaYZh1tOMOE,delivered,2017-11-14 17:53:23,2017-11-14 18:10:39,2018-01-03 21:52:41,2017-12-08
PVmko6QJgFXz,sVwplY8W0Us5,delivered,2018-01-03 12:20:10,2018-01-03 12:28:28,2018-02-01 01:03:52,2018-02-06
WtOT5egrTLGu,aXVBFY51SAz1,delivered,2018-02-24 18:35:03,2018-02-24 18:47:24,2018-04-15 15:48:39,2018-03-21
hQi8or9asIe3,NRGHAMhrHokd,delivered,2017-10-31 07:53:48,2017-10-31 08:05:57,2017-11-20 20:16:59,2017-11-29
j04P34JJ2D3e,1BQq3d2GhKUe,delivered,2017-05-02 15:00:31,2017-05-02 15:15:16,2017-05-23 12:47:50,2017-06-02
OmiXZCovRtM4,fkJyxMDmNoDK,delivered,2017-08-24 18:32:19,2017-08-24 18:46:41,2017-08-29 19:33:45,2017-09-08
HfmkqDJso1YH,JnoqBPc4PakA,delivered,2018-06-18 13:53:20,2018-06-19 06:35:53,2018-06-20 13:55:32,2018-06-28
xMY0EIPKN5X6,fNLUtplm7tEZ,delivered,2018-01-25 13:58:54,2018-01-25 14:19:58,2018-02-21 21:49:20,2018-03-01
7rpmN4JtceEb,ObeNVumyT8qs,delivered,2018-05-23 22:55:00,2018-05-25 02:55:05,2018-06-04 19:48:27,2018-06-14
DphxJ7MPBuuT,CspHyFQZlsIp,delivered,2018-03-20 19:50:58,2018-03-20 20:08:24,2018-03-26 15:32:37,2018-04-16
6RVqyg5oSeun,Cy1VGvsByBz5,delivered,2017-06-07 12:05:10,2017-06-09 16:15:08,2017-06-22 16:04:46,2017-06-28
QPHjzKnpcmhc,7JTHgj6lIi3T,delivered,2018-04-22 17:11:43,2018-04-24 19:19:30,2018-05-04 16:04:41,2018-05-21
VvKWBjHogGVM,ErORgiGyfJ73,delivered,2018-05-15 14:03:08,2018-05-15 14:35:43,2018-05-21 17:18:54,2018-06-04
8F9LHNWVYSIa,ikvw8JiH17RX,delivered,2018-08-17 15:27:44,2018-08-21 04:29:40,2018-08-28 01:21:36,2018-09-03
zjtKRifi1hdY,mlQp1zq9tFp5,delivered,2018-02-07 10:55:06,2018-02-08 07:50:01,2018-02-18 16:39:19,2018-03-05
